emp_id,date,week_day,day_type,emp_name,in_time,out_time,wrk_hrs,status
12,04-08-2026,Tuesday,working day,Kalp Patel,10:45 AM,8:45 PM,10:00,late
12,05-08-2026,Wednesday,working day,Kalp Patel,10:45 AM,7:45 PM,09:00,late
12,06-08-2026,Thursday,working day,Kalp Patel,10:00 AM,3:00 PM,05:00,half
12,07-08-2026,Friday,working day,Kalp Patel,10:15 AM,7:15 PM,09:00,regular
12,08-08-2026,Saturday,holiday,Kalp Patel,,,,holiday
12,09-08-2026,Sunday,holiday,Kalp Patel,,,,holiday
12,10-08-2026,Monday,working day,Kalp Patel,10:00 AM,7:00 PM,09:00,regular
12,11-08-2026,Tuesday,working day,Kalp Patel,10:00 AM,7:00 PM,09:00,regular
12,12-08-2026,Wednesday,working day,Kalp Patel,10:00 AM,7:00 PM,09:00,regular
12,13-08-2026,Thursday,working day,Kalp Patel,10:00 AM,7:00 PM,09:00,regular
12,14-08-2026,Friday,working day,Kalp Patel,10:00 AM,7:00 PM,09:00,regular
12,15-08-2026,Saturday,holiday,Kalp Patel,,,,holiday
12,16-08-2026,Sunday,holiday,Kalp Patel,,,,holiday
12,17-08-2026,Monday,working day,Kalp Patel,10:00 AM,7:00 PM,09:00,regular
12,18-08-2026,Tuesday,working day,Kalp Patel,10:00 AM,7:00 PM,09:00,regular
12,19-08-2026,Wednesday,working day,Kalp Patel,10:00 AM,7:00 PM,09:00,regular
12,20-08-2026,Thursday,working day,Kalp Patel,10:00 AM,6:00 PM,08:00,early
12,21-08-2026,Friday,working day,Kalp Patel,10:45 AM,7:45 PM,09:00,late
12,22-08-2026,Saturday,holiday,Kalp Patel,,,,holiday
12,23-08-2026,Sunday,holiday,Kalp Patel,,,,holiday
12,24-08-2026,Monday,working day,Kalp Patel,10:00 AM,8:00 PM,10:00,regular
12,25-08-2026,Tuesday,working day,Kalp Patel,10:00 AM,7:00 PM,09:00,regular
12,26-08-2026,Wednesday,working day,Kalp Patel,10:00 AM,7:00 PM,09:00,regular
12,27-08-2026,Thursday,working day,Kalp Patel,10:00 AM,6:00 PM,08:00,early
12,28-08-2026,Friday,working day,Kalp Patel,10:15 AM,7:15 PM,09:00,regular
12,29-08-2026,Saturday,holiday,Kalp Patel,,,,holiday
12,30-08-2026,Sunday,holiday,Kalp Patel,,,,holiday
12,31-08-2026,Monday,working day,Kalp Patel,10:00 AM,7:00 PM,09:00,regular
12,01-09-2026,Tuesday,working day,Kalp Patel,10:20 AM,7:20 PM,09:00,regular
12,02-09-2026,Wednesday,working day,Kalp Patel,10:00 AM,7:00 PM,09:00,regular
13,04-08-2026,Tuesday,working day,Vraj Patel,10:00 AM,7:00 PM,09:00,regular
13,05-08-2026,Wednesday,working day,Vraj Patel,11:00 AM,8:00 PM,09:00,late
13,06-08-2026,Thursday,working day,Vraj Patel,10:15 AM,3:15 PM,05:00,half
13,07-08-2026,Friday,working day,Vraj Patel,10:00 AM,7:00 PM,09:00,regular
13,08-08-2026,Saturday,holiday,Vraj Patel,,,,holiday
13,09-08-2026,Sunday,holiday,Vraj Patel,,,,holiday
13,10-08-2026,Monday,working day,Vraj Patel,10:00 AM,7:00 PM,09:00,regular
13,11-08-2026,Tuesday,working day,Vraj Patel,10:00 AM,7:00 PM,09:00,regular
13,12-08-2026,Wednesday,working day,Vraj Patel,10:00 AM,7:00 PM,09:00,regular
13,13-08-2026,Thursday,working day,Vraj Patel,10:00 AM,7:00 PM,09:00,regular
13,14-08-2026,Friday,working day,Vraj Patel,10:00 AM,7:00 PM,09:00,regular
13,15-08-2026,Saturday,holiday,Vraj Patel,,,,holiday
13,16-08-2026,Sunday,holiday,Vraj Patel,,,,holiday
13,17-08-2026,Monday,working day,Vraj Patel,10:30 AM,3:30 PM,05:00,half
13,18-08-2026,Tuesday,working day,Vraj Patel,10:15 AM,8:15 PM,10:00,regular
13,19-08-2026,Wednesday,working day,Vraj Patel,10:00 AM,7:00 PM,09:00,regular
13,20-08-2026,Thursday,working day,Vraj Patel,10:00 AM,3:00 PM,05:00,half
13,21-08-2026,Friday,working day,Vraj Patel,10:45 AM,7:45 PM,09:00,late
13,22-08-2026,Saturday,holiday,Vraj Patel,,,,holiday
13,23-08-2026,Sunday,holiday,Vraj Patel,,,,holiday
13,24-08-2026,Monday,working day,Vraj Patel,,,,leave
13,25-08-2026,Tuesday,working day,Vraj Patel,10:45 AM,7:45 PM,09:00,late
13,26-08-2026,Wednesday,working day,Vraj Patel,10:00 AM,7:00 PM,09:00,regular
13,27-08-2026,Thursday,working day,Vraj Patel,10:00 AM,7:00 PM,09:00,regular
13,28-08-2026,Friday,working day,Vraj Patel,11:00 AM,8:00 PM,09:00,late
13,29-08-2026,Saturday,holiday,Vraj Patel,,,,holiday
13,30-08-2026,Sunday,holiday,Vraj Patel,,,,holiday
13,31-08-2026,Monday,working day,Vraj Patel,10:00 AM,3:00 PM,05:00,half
13,01-09-2026,Tuesday,working day,Vraj Patel,10:20 AM,3:20 PM,05:00,half
13,02-09-2026,Wednesday,working day,Vraj Patel,10:00 AM,7:00 PM,09:00,regular
14,04-08-2026,Tuesday,working day,Dev Modi,10:00 AM,7:00 PM,09:00,regular
14,05-08-2026,Wednesday,working day,Dev Modi,10:00 AM,6:00 PM,08:00,early
14,06-08-2026,Thursday,working day,Dev Modi,10:30 AM,6:30 PM,08:00,early
14,07-08-2026,Friday,working day,Dev Modi,10:00 AM,7:00 PM,09:00,regular
14,08-08-2026,Saturday,holiday,Dev Modi,,,,holiday
14,09-08-2026,Sunday,holiday,Dev Modi,,,,holiday
14,10-08-2026,Monday,working day,Dev Modi,,,,leave
14,11-08-2026,Tuesday,working day,Dev Modi,10:00 AM,3:00 PM,05:00,half
14,12-08-2026,Wednesday,working day,Dev Modi,,,,leave
14,13-08-2026,Thursday,working day,Dev Modi,10:00 AM,3:00 PM,05:00,half
14,14-08-2026,Friday,working day,Dev Modi,10:00 AM,7:00 PM,09:00,regular
14,15-08-2026,Saturday,holiday,Dev Modi,,,,holiday
14,16-08-2026,Sunday,holiday,Dev Modi,,,,holiday
14,17-08-2026,Monday,working day,Dev Modi,10:00 AM,7:00 PM,09:00,regular
14,18-08-2026,Tuesday,working day,Dev Modi,10:00 AM,7:00 PM,09:00,regular
14,19-08-2026,Wednesday,working day,Dev Modi,10:20 AM,7:20 PM,09:00,regular
14,20-08-2026,Thursday,working day,Dev Modi,,,,leave
14,21-08-2026,Friday,working day,Dev Modi,10:00 AM,7:00 PM,09:00,regular
14,22-08-2026,Saturday,holiday,Dev Modi,,,,holiday
14,23-08-2026,Sunday,holiday,Dev Modi,,,,holiday
14,24-08-2026,Monday,working day,Dev Modi,10:15 AM,6:15 PM,08:00,early
14,25-08-2026,Tuesday,working day,Dev Modi,,,,leave
14,26-08-2026,Wednesday,working day,Dev Modi,10:00 AM,7:00 PM,09:00,regular
14,27-08-2026,Thursday,working day,Dev Modi,10:20 AM,7:20 PM,09:00,regular
14,28-08-2026,Friday,working day,Dev Modi,10:00 AM,7:00 PM,09:00,regular
14,29-08-2026,Saturday,holiday,Dev Modi,,,,holiday
14,30-08-2026,Sunday,holiday,Dev Modi,,,,holiday
14,31-08-2026,Monday,working day,Dev Modi,10:00 AM,3:00 PM,05:00,half
14,01-09-2026,Tuesday,working day,Dev Modi,10:00 AM,7:00 PM,09:00,regular
14,02-09-2026,Wednesday,working day,Dev Modi,10:00 AM,7:00 PM,09:00,regular
15,10-08-2026,Monday,working day,Het Shah,10:15 AM,3:15 PM,05:00,half
15,11-08-2026,Tuesday,working day,Het Shah,10:45 AM,7:45 PM,09:00,late
15,12-08-2026,Wednesday,working day,Het Shah,,,,leave
15,13-08-2026,Thursday,working day,Het Shah,,,,leave
15,14-08-2026,Friday,working day,Het Shah,10:00 AM,8:00 PM,10:00,regular
15,15-08-2026,Saturday,holiday,Het Shah,,,,holiday
15,16-08-2026,Sunday,holiday,Het Shah,,,,holiday
15,17-08-2026,Monday,working day,Het Shah,10:30 AM,7:30 PM,09:00,regular
15,18-08-2026,Tuesday,working day,Het Shah,10:30 AM,3:30 PM,05:00,half
15,19-08-2026,Wednesday,working day,Het Shah,11:00 AM,8:00 PM,09:00,late
15,20-08-2026,Thursday,working day,Het Shah,10:00 AM,7:00 PM,09:00,regular
15,21-08-2026,Friday,working day,Het Shah,10:45 AM,7:45 PM,09:00,late
15,22-08-2026,Saturday,holiday,Het Shah,,,,holiday
15,23-08-2026,Sunday,holiday,Het Shah,,,,holiday
15,24-08-2026,Monday,working day,Het Shah,10:00 AM,6:00 PM,08:00,early
15,25-08-2026,Tuesday,working day,Het Shah,10:15 AM,7:15 PM,09:00,regular
15,26-08-2026,Wednesday,working day,Het Shah,10:00 AM,7:00 PM,09:00,regular
15,27-08-2026,Thursday,working day,Het Shah,10:00 AM,7:00 PM,09:00,regular
15,28-08-2026,Friday,working day,Het Shah,11:00 AM,8:00 PM,09:00,late
15,29-08-2026,Saturday,holiday,Het Shah,,,,holiday
15,30-08-2026,Sunday,holiday,Het Shah,,,,holiday
15,31-08-2026,Monday,working day,Het Shah,10:00 AM,7:00 PM,09:00,regular
15,01-09-2026,Tuesday,working day,Het Shah,10:00 AM,7:00 PM,09:00,regular
15,02-09-2026,Wednesday,working day,Het Shah,10:30 AM,3:30 PM,05:00,half
15,03-09-2026,Thursday,working day,Het Shah,10:00 AM,8:00 PM,10:00,regular
15,04-09-2026,Friday,working day,Het Shah,10:00 AM,7:00 PM,09:00,regular
15,05-09-2026,Saturday,holiday,Het Shah,,,,holiday
15,06-09-2026,Sunday,holiday,Het Shah,,,,holiday
15,07-09-2026,Monday,working day,Het Shah,10:00 AM,7:00 PM,09:00,regular
15,08-09-2026,Tuesday,working day,Het Shah,10:00 AM,8:00 PM,10:00,regular
16,19-08-2026,Wednesday,working day,Mitanshu Sharma,10:00 AM,7:00 PM,09:00,regular
16,20-08-2026,Thursday,working day,Mitanshu Sharma,10:15 AM,6:15 PM,08:00,early
16,21-08-2026,Friday,working day,Mitanshu Sharma,10:15 AM,7:15 PM,09:00,regular
16,22-08-2026,Saturday,holiday,Mitanshu Sharma,,,,holiday
16,23-08-2026,Sunday,holiday,Mitanshu Sharma,,,,holiday
16,24-08-2026,Monday,working day,Mitanshu Sharma,11:00 AM,8:00 PM,09:00,late
16,25-08-2026,Tuesday,working day,Mitanshu Sharma,10:00 AM,7:00 PM,09:00,regular
16,26-08-2026,Wednesday,working day,Mitanshu Sharma,10:00 AM,7:00 PM,09:00,regular
16,27-08-2026,Thursday,working day,Mitanshu Sharma,11:00 AM,9:00 PM,10:00,late
16,28-08-2026,Friday,working day,Mitanshu Sharma,10:00 AM,8:00 PM,10:00,regular
16,29-08-2026,Saturday,holiday,Mitanshu Sharma,,,,holiday
16,30-08-2026,Sunday,holiday,Mitanshu Sharma,,,,holiday
16,31-08-2026,Monday,working day,Mitanshu Sharma,10:30 AM,6:30 PM,08:00,early
16,01-09-2026,Tuesday,working day,Mitanshu Sharma,10:00 AM,7:00 PM,09:00,regular
16,02-09-2026,Wednesday,working day,Mitanshu Sharma,10:00 AM,7:00 PM,09:00,regular
16,03-09-2026,Thursday,working day,Mitanshu Sharma,10:15 AM,7:15 PM,09:00,regular
16,04-09-2026,Friday,working day,Mitanshu Sharma,10:15 AM,7:15 PM,09:00,regular
16,05-09-2026,Saturday,holiday,Mitanshu Sharma,,,,holiday
16,06-09-2026,Sunday,holiday,Mitanshu Sharma,,,,holiday
16,07-09-2026,Monday,working day,Mitanshu Sharma,10:15 AM,7:15 PM,09:00,regular
16,08-09-2026,Tuesday,working day,Mitanshu Sharma,,,,leave
16,09-09-2026,Wednesday,working day,Mitanshu Sharma,10:00 AM,3:00 PM,05:00,half
16,10-09-2026,Thursday,working day,Mitanshu Sharma,10:30 AM,6:30 PM,08:00,early
16,11-09-2026,Friday,working day,Mitanshu Sharma,10:20 AM,7:20 PM,09:00,regular
16,12-09-2026,Saturday,holiday,Mitanshu Sharma,,,,holiday
16,13-09-2026,Sunday,holiday,Mitanshu Sharma,,,,holiday
16,14-09-2026,Monday,working day,Mitanshu Sharma,10:00 AM,7:00 PM,09:00,regular
16,15-09-2026,Tuesday,working day,Mitanshu Sharma,10:00 AM,6:00 PM,08:00,early
16,16-09-2026,Wednesday,working day,Mitanshu Sharma,10:30 AM,7:30 PM,09:00,regular
16,17-09-2026,Thursday,working day,Mitanshu Sharma,,,,leave
17,27-08-2026,Thursday,working day,Kaivant Shah,10:00 AM,8:00 PM,10:00,regular
17,28-08-2026,Friday,working day,Kaivant Shah,10:30 AM,7:30 PM,09:00,regular
17,29-08-2026,Saturday,holiday,Kaivant Shah,,,,holiday
17,30-08-2026,Sunday,holiday,Kaivant Shah,,,,holiday
17,31-08-2026,Monday,working day,Kaivant Shah,10:00 AM,7:00 PM,09:00,regular
17,01-09-2026,Tuesday,working day,Kaivant Shah,10:00 AM,6:00 PM,08:00,early
17,02-09-2026,Wednesday,working day,Kaivant Shah,10:00 AM,3:00 PM,05:00,half
17,03-09-2026,Thursday,working day,Kaivant Shah,10:15 AM,3:15 PM,05:00,half
17,04-09-2026,Friday,working day,Kaivant Shah,10:00 AM,7:00 PM,09:00,regular
17,05-09-2026,Saturday,holiday,Kaivant Shah,,,,holiday
17,06-09-2026,Sunday,holiday,Kaivant Shah,,,,holiday
17,07-09-2026,Monday,working day,Kaivant Shah,10:20 AM,3:20 PM,05:00,half
17,08-09-2026,Tuesday,working day,Kaivant Shah,11:00 AM,9:00 PM,10:00,late
17,09-09-2026,Wednesday,working day,Kaivant Shah,10:45 AM,7:45 PM,09:00,late
17,10-09-2026,Thursday,working day,Kaivant Shah,10:00 AM,7:00 PM,09:00,regular
17,11-09-2026,Friday,working day,Kaivant Shah,10:00 AM,7:00 PM,09:00,regular
17,12-09-2026,Saturday,holiday,Kaivant Shah,,,,holiday
17,13-09-2026,Sunday,holiday,Kaivant Shah,,,,holiday
17,14-09-2026,Monday,working day,Kaivant Shah,10:00 AM,7:00 PM,09:00,regular
17,15-09-2026,Tuesday,working day,Kaivant Shah,10:00 AM,8:00 PM,10:00,regular
17,16-09-2026,Wednesday,working day,Kaivant Shah,,,,leave
17,17-09-2026,Thursday,working day,Kaivant Shah,10:00 AM,6:00 PM,08:00,early
17,18-09-2026,Friday,working day,Kaivant Shah,10:30 AM,7:30 PM,09:00,regular
17,19-09-2026,Saturday,holiday,Kaivant Shah,,,,holiday
17,20-09-2026,Sunday,holiday,Kaivant Shah,,,,holiday
17,21-09-2026,Monday,working day,Kaivant Shah,10:00 AM,6:00 PM,08:00,early
17,22-09-2026,Tuesday,working day,Kaivant Shah,,,,leave
17,23-09-2026,Wednesday,working day,Kaivant Shah,10:00 AM,3:00 PM,05:00,half
17,24-09-2026,Thursday,working day,Kaivant Shah,10:00 AM,7:00 PM,09:00,regular
17,25-09-2026,Friday,working day,Kaivant Shah,10:00 AM,8:00 PM,10:00,regular
